시리얼,주소,위도,경도
V02Q1940516,서울특별시 서대문구 북아현로22길 30,37.565060519,126.954334209
V02Q1940412,서울특별시 서대문구 홍은중앙로5길 59,37.600292702,126.945826994
V02Q1940363,서울특별시 서대문구 모래내로17길 56,37.581395321,126.934347311
V02Q1940494,서울특별시 서대문구 통일로37가길 7-1,37.587446952,126.944520584
V02Q1940509,서울특별시 서대문구 홍제원길 7,37.586733569,126.947309111
V02Q1940514,서울특별시 서대문구 세검정로4길 90,37.592008674,126.951746595
V02Q1940487,서울특별시 서대문구 북아현로4가길 21,37.55887948,126.959004501
V02Q1940422,서울특별시 서대문구 봉원사2길 2,37.567576951,126.946465791
V02Q1940551,서울특별시 서대문구 독립문로8길 8,37.56877486,126.960863381
V02Q1940585,서울특별시 서대문구 이화여대8길 11,37.558823129,126.946573015
V02Q1940543,서울특별시 서대문구 세무서3길 25,37.590102072,126.94466226
V02Q1940592,서울특별시 서대문구 독립문로 12,37.570558497,126.959673009
V02Q1940488,서울특별시 서대문구 모래내로20길 24-17,37.582159204,126.939463278
V02Q1940138,서울특별시 서대문구 연세로2나길 42,37.557637123,126.939253586
V02Q1940852,서울측별시 서대문구 홍제동 7-13,37.593740345,126.949763762
V02Q1940613,서울특별시 마포구 포은로6길 27,37.555978909,126.90660427
V02Q1940635,서울특별시 마포구 방울내로9길 17,37.561275988,126.903330852
V02Q1940612,서울측별시 마포구 상암동 14-15,37.578076172,126.895192779
V02Q1940593,서울특별시 마포구 독막로22길 1-17,37.546899344,126.930239061
V02Q1940605,서울특별시 마포구 동교로 120,37.554430004,126.915440065
V02Q1940467,서울특별시 마포구 성산로4길 46,37.563488521,126.90910205
V02Q1940426,서울특별시 마포구 월드컵북로31길 35,37.56803912,126.907319515
V02Q1940519,서울특별시 마포구 신수로 62,37.547172179,126.934407432
V02Q1940629,서울특별시 마포구 손기정로 32,37.556894718,126.96161557
V02Q1940696,서울측별시 마포구 연남동 250-1,37.564714906,126.922272544
V02Q1940650,서울특별시 마포구 백범로 127,37.546687742,126.94542521
V02Q1940456,서울특별시 마포구 큰우물로 28,37.54325205,126.942792056
V02Q1940638,서울특별시 마포구 양화로1길 38,37.550293203,126.910390805
V02Q1940647,서울특별시 마포구 만리재옛길 68-1,37.549470249,126.958483037
V02Q1940661,서울특별시 마포구 숭문길 139,37.552353282,126.946551344
V02Q1940700,서울 마포구 도화동 1-452,37.540261822,126.956210073
V02Q1940640,서울특별시 마포구 연남로7길 16,37.563905103,126.919490435
V02Q1940531,서울특별시 마포구 신촌로 94,37.554919424,126.936237145
V02Q1940521,서울특별시 마포구 독막로19길 20-15,37.5487827,126.925552961
V02Q1940622,서울측별시 마포구 성산동 산 53-33,37.570480416,126.89657345
V02Q1940697,서울측별시 마포구 상암동 1734,37.587569235,126.882942751
V02Q1940586,서울특별시 마포구 동교로1길 45,37.552877884,126.900871236
V02Q1940449,서울특별시 마포구 포은로6길 15,37.555788909,126.90598427
V02Q1940711,서울특별시 마포구 월드컵로 50,37.553798996,126.912365117
V02Q1940945,서울특별시 마포구 월드컵로13길 57,37.555233706,126.906900824
V02Q1940581,서울특별시 마포구 방울내로7길 37,37.561425064,126.901619949
V02Q1940285,서울특별시 마포구 월드컵로11길 13,37.554722482,126.910362872
V02Q1940471,서울측별시 마포구 망원동 464-5,37.561086675,126.898801228
V02Q1940451,서울특별시 마포구 성산로2길 25,37.563493539,126.906147898
V02Q1940439,서울특별시 마포구 동교로23길 106,37.559890951,126.91747506
V02Q1940528,서울측별시 마포구 염리동 10-110,37.555307628,126.947000935
V02Q1940728,서울측별시 마포구 염리동 169-12,37.54493287,126.947100001
V02Q1940466,서울특별시 마포구 동교로50길 17,37.563406634,126.927032614
V02Q1940542,서울특별시 마포구 마포대로4다길 33-13,37.535392634,126.944436825
V02Q1940490,서울특별시 마포구 독막로38길 17,37.545544,126.9411261
V02Q1940534,서울특별시 마포구 신촌로22길 9,37.55572217,126.940289725
V02Q1940620,서울특별시 마포구 월드컵로34길 13,37.565144468,126.903473437
V02Q1940643,서울특별시 마포구 토정로 8-41,37.544351645,126.912963429
V02Q1940634,서울특별시 마포구 마포대로 225,37.554067434,126.956525838
V02Q1940606,서울특별시 마포구 백범로1길 14,37.55445921,126.937672378
V02Q1940461,서울측별시 마포구 신정동 93-2,37.543548656,126.930067638
V02Q1940610,서울특별시 마포구 월드컵로25길 201,37.556140088,126.896584381
V02Q1940631,서울특별시 마포구 대흥로30길 45,37.556470741,126.948526455
V02Q1940723,서울특별시 마포구 와우산로21길 19-3,37.552318967,126.923557194
V02Q1940288,서울특별시 마포구 신수로 25,37.543956765,126.934121335
V02Q1940626,서울특별시 마포구 잔다리로 17,37.55065466,126.921192311
V02Q1940653,서울특별시 마포구 서강로16길 9,37.553106066,126.934625963
V02Q1940442,서울특별시 마포구 월드컵로25길 85,37.557538046,126.902961558
V02Q1940688,서울특별시 마포구 월드컵북로12길 101,37.565520442,126.91486085
V02Q1940722,서울측별시 마포구 서교동 340-1,37.554828667,126.925966058
V02Q1940624,서울특별시 마포구 희우정로16길 32,37.554581636,126.903854076
V02Q1940611,서울특별시 마포구 토정로 34,37.545528073,126.91475679
V02Q1940684,서울특별시 마포구 토정로35길 6,37.540228081,126.943863779
V02Q1940583,서울특별시 마포구 와우산로 8-4,37.545165505,126.923350937
V02Q1940579,서울특별시 마포구 방울내로9안길 104,37.559629323,126.897668662
V02Q1940497,서울특별시 마포구 삼개로5길 7,37.538312104,126.94783675
V02Q1940646,서울특별시 마포구 양화진2길 27,37.547694256,126.91132687
V02Q1940621,서울특별시 마포구 성지3길 19,37.546752361,126.91424637
V02Q1940459,서울특별시 마포구 월드컵북로23길 10,37.564510612,126.911621855
V02Q1940535,서울특별시 마포구 신수로 105,37.550483287,126.93633592
V02Q1940450,서울특별시 마포구 연남로11길 22,37.565480765,126.917774061
V02Q1940618,서울특별시 마포구 신촌로 258-1,37.557133494,126.954403342
V02Q1940576,서울측별시 마포구 상암동 1262,37.577176662,126.896669047
V02Q1940619,서울특별시 마포구 만리재옛길 41,37.54760548,126.956425443
V02Q1940609,서울특별시 마포구 월드컵로14길 29,37.556275389,126.912258552
V02Q1940854,서울특별시 마포구 포은로6길 10,37.555590595,126.905532976
V02Q1940833,서울측별시 마포구 상암동 482-309,37.57136077,126.870825226
V02Q1940813,서울측별시 마포구 망원동 205-5,37.554557778,126.895976014
V02Q1940865,서울특별시 양천구 공항대로 630,37.546301416,126.875003025
V02Q1940867,서울특별시 양천구 목동중앙남로16나길 62,37.545028041,126.864670671
V02Q1940095,서울특별시 양천구 목동중앙서로 42,37.532946258,126.868400948
V02Q1940869,서울특별시 양천구 오목로3길 48,37.525350406,126.837774004
V02Q1940814,서울측별시 양천구 신정동 1050-3,37.51938461,126.8546481
V02Q1940863,서울특별시 양천구 목동동로10길 12,37.518876054,126.87108939
V02Q1940804,서울특별시 양천구 신정로 275,37.51389369,126.852967
V02Q1940312,서울특별시 양천구 중앙로46길 57,37.52282125,126.858435267
V02Q1940364,서울측별시 양천구 신정동 322,37.516646199,126.86287453
V02Q1940240,서울특별시 양천구 남부순환로59길 3,37.532060638,126.831721727
V02Q1940413,서울특별시 양천구 오목로11길 21,37.5246543,126.844445699
V02Q1940453,서울특별시 양천구 목동서로 130,37.532660788,126.871376408
V02Q1940472,서울특별시 양천구 신월로10길 30,37.514505075,126.841425739
V02Q1940750,서울측별시 양천구 신월동 976-1,37.521961144,126.835908342
V02Q1940864,서울측별시 양천구 목동 406-25,37.525767618,126.875374358
V02Q1940861,서울특별시 양천구 목동남로4길 50,37.509089509,126.866846473
V02Q1940071,서울특별시 양천구 가로공원로55길 20,37.536238786,126.824270656
V02Q1940395,서울특별시 양천구 화곡로8길 5,37.538910703,126.829309039
V02Q1940424,서울특별시 양천구 목동로3길 106,37.510198596,126.858987432
V02Q1940826,서울측별시 양천구 신정동 137-2,37.520384235,126.878024994
V02Q1940654,서울측별시 양천구 목동 900-11,37.54304643,126.8836022
V02Q1940732,서울특별시 양천구 곰달래로6길 42,37.526485055,126.836861771
V02Q1940809,서울특별시 양천구 목동중앙로13다길 42-2,37.543642972,126.881352303
V02Q1940492,서울특별시 양천구 신정중앙로17길 14,37.528186579,126.860106756
V02Q1940946,서울특별시 양천구 곰달래로13길 55,37.534443996,126.834790407
V02Q1940942,서울특별시 양천구 곰달래로5길 33,37.532462634,126.833076323
V02Q1940951,서울특별시 양천구 곰달래로11길 14-1,37.531246089,126.836128493
V02Q1940943,서울특별시 양천구 목동중앙북로 10,37.548507166,126.864648122
V02Q1940455,서울측별시 양천구 목동 191-1,37.542785849,126.881443047
V02Q1940480,서울특별시 양천구 목동서로2길 20,37.539717109,126.881687533
V02Q1940443,서울특별시 양천구 신목로 66-5,37.520684165,126.873804303
V02Q1940762,서울특별시 양천구 목동중앙남로3가길 99,37.540225113,126.864461104
V02Q1940766,서울특별시 양천구 목동중앙남로16마길 41-21,37.545652837,126.863101671
V02Q1940792,서울특별시 양천구 목동중앙남로 51-29,37.538432726,126.864529956
V02Q1940614,서울특별시 양천구 목동중앙로5가길 8,37.537542078,126.871767426
V02Q1940259,서울특별시 양천구 등촌로 46-1,37.5339478,126.863802786
V02Q1940741,서울특별시 양천구 목동동로 379,37.53575061,126.878573682
V02Q1940759,서울특별시 양천구 목동동로 419,37.536585964,126.88292739
V02Q1940776,서울측별시 양천구 목동 199-51,37.539684296,126.875026391
V02Q1940771,서울특별시 양천구 목동동로 350,37.535134263,126.883508056
V02Q1940489,서울특별시 양천구 목동중앙서로8가길 25-5,37.530770624,126.864592055
V02Q1940774,서울특별시 양천구 목동서로 38,37.538516483,126.878243997
V02Q1940849,서울특별시 양천구 가로공원로66길 29,37.535559655,126.832836517
V02Q1940749,서울특별시 양천구 중앙로55길 59,37.525240254,126.84225655
V02Q1940705,서울특별시 양천구 오목로 100-35,37.523071689,126.848612985
V02Q1940740,서울특별시 양천구 중앙로57길 9,37.527061611,126.848060521
V02Q1940287,서울특별시 양천구 남부순환로56가길 11,37.531463326,126.830075249
V02Q1940754,서울특별시 양천구 오목로 46-2,37.521659762,126.842681235
V02Q1940760,서울특별시 양천구 중앙로29길 61,37.517601426,126.847010703
V02Q1940447,서울특별시 양천구 지양로 104,37.524273473,126.831406421
V02Q1940464,서울특별시 양천구 남부순환로70길 19-22,37.520329739,126.835738999
V02Q1940469,서울측별시 양천구 신정동 1290-3,37.510626715,126.843394665
V02Q1940835,서울특별시 양천구 신월로38길 10,37.521147149,126.861130014
V02Q1940773,서울특별시 양천구 은행정로20길 5-5,37.528560458,126.859175524
V02Q1940801,서울특별시 양천구 목동동로8길 70,37.51401198,126.874001416
V02Q1940765,서울특별시 양천구 목동남로 106,37.510731657,126.870535412
V02Q1940876,서울특별시 양천구 목동중앙본로 73,37.543120815,126.869112177
V02Q1940769,서울특별시 양천구 신정중앙로 35,37.527865321,126.855726795
V02Q1940707,서울특별시 양천구 목동서로 391,37.515495269,126.860879933
V02Q1940794,서울특별시 양천구 목동중앙북로 38,37.545732009,126.867770586
V02Q1940715,서울측별시 양천구 신정동 1284-1,37.512593393,126.837651948
V02Q1940778,서울특별시 양천구 목동동로12길 37-1,37.52257574,126.875528119
V02Q1940729,서울특별시 양천구 신정이펜2로 20,37.51298228,126.832055525
V02Q1940659,서울특별시 양천구 남부순환로33길 1,37.537748852,126.827879104
V02Q1940803,서울특별시 양천구 목동동로12길 7,37.523055681,126.872283646
V02Q1940795,서울특별시 양천구 남부순환로67길 12,37.5241089,126.8372888
V02Q1940874,서울특별시 양천구 중앙로39길 21,37.519326516,126.850006232
V02Q1940805,서울측별시 양천구 신정동 1281,37.51318732,126.834894842
V02Q1940481,서울특별시 양천구 오목로32길 8-1,37.524079811,126.854647095
V02Q1940806,서울특별시 양천구 목동중앙북로 28,37.548031985,126.866797402
V02Q1940855,서울특별시 양천구 오목로34길 5,37.524553208,126.855789231
V02Q1940114,서울특별시 강서구 강서로76길 21,37.569271789,126.842742481
V02Q1940066,서울측별시 강서구 가양동 30-1,37.56719431,126.847416511
V02Q1940130,서울특별시 강서구 허준로 198,37.561348775,126.859744345
V02Q1940163,서울특별시 강서구 공항대로2가길 33,37.559388276,126.809855638
V02Q1940104,서울특별시 강서구 공항대로53가길 40,37.55513562,126.858556
V02Q1940180,서울특별시 강서구 등촌로35길 115,37.538037714,126.862833631
V02Q1940166,서울특별시 강서구 화곡로63길 71,37.55826223,126.84933801
V02Q1940124,서울특별시 강서구 공항대로36가길 55,37.553372259,126.832585772
V02Q1940105,서울특별시 강서구 양천로24가길 5,37.57292575,126.8151704
V02Q1940125,서울특별시 강서구 방화동로3길 10,37.562855221,126.808594478
V02Q1940126,서울측별시 강서구 방화동 331-3,37.578372144,126.815888769
V02Q1940069,서울특별시 강서구 공항대로67길 29,37.549804868,126.870225166
V02Q1940062,서울특별시 강서구 화곡로43가길 53,37.548823986,126.843475769
V02Q1940179,서울특별시 강서구 초록마을로5길 29,37.543867028,126.847619884
V02Q1940162,서울특별시 강서구 곰달래로19가길 34,37.53060931,126.840565244
V02Q1940182,서울특별시 강서구 곰달래로38길 25,37.53010005,126.8551006
V02Q1940167,서울측별시 강서구 화곡동 1022,37.544839726,126.835843451
V02Q1940173,서울측별시 강서구 화곡동 806-10,37.53401973,126.861076828
V02Q1940187,서울특별시 강서구 화곡로58길 8,37.552957569,126.851399963
V02Q1940193,서울특별시 강서구 곰달래로25길 8-14,37.5311064,126.84994285
V02Q1940113,서울특별시 강서구 양천로69길 58,37.554548973,126.87412544
V02Q1940078,서울특별시 강서구 화곡로27길 16,37.542549213,126.840312682
V02Q1940189,서울특별시 강서구 초록마을로15길 12,37.54172046,126.851481698
V02Q1940346,서울특별시 강서구 가로공원로76길 56,37.534383493,126.83799652
V02Q1940853,서울특별시 강서구 월정로30길 72,37.535219493,126.839843581
V02Q1940093,서울특별시 강서구 방화대로52길 34,37.577840846,126.818892025
V02Q1940103,서울특별시 강서구 방화대로52가길 32,37.57908271,126.818492233
V02Q1940181,서울특별시 강서구 월정로14길 56,37.527577084,126.843082012
V02Q1940072,서울특별시 강서구 화곡로53길 55,37.551856444,126.845870744
V02Q1940782,서울특별시 강서구 강서로45다길 71,37.54467828,126.835104168
V02Q1940824,서울측별시 강서구 방화동 17-5,37.584812556,126.821586805
V02Q1940046,서울특별시 구로구 부일로11길 25,37.494402621,126.831472122
V02Q1940111,서울특별시 구로구 신도림로11길 43,37.509299493,126.87838005
V02Q1940165,서울특별시 구로구 경인로27길 7,37.49718612,126.84507612
V02Q1940056,서울특별시 구로구 오리로 1158,37.48744233,126.8384094
V02Q1940047,서울특별시 구로구 우마2길 50,37.48276478,126.8905808873
V02Q1940050,서울특별시 구로구 경인로33나길 15-1,37.499541706,126.850773326
V02Q1940054,서울특별시 구로구 개봉로15길 10-12,37.490491176,126.855377723
V02Q1940051,서울특별시 구로구 개봉로3가길 44-2,37.484557315,126.853709582
V02Q1940086,서울특별시 구로구 중앙로1길 25,37.497824034,126.863310732
V02Q1940065,서울특별시 구로구 고척로 228-7,37.505683034,126.858610249
V02Q1940045,서울특별시 구로구 구일로2길 60,37.489567945,126.876509453
V02Q1940043,서울특별시 구로구 구로동로25길 5-10,37.490028638,126.883553746
V02Q1940052,서울특별시 구로구 디지털로27라길 64,37.487180792,126.889626281
V02Q1940044,서울특별시 구로구 구로동로28길 93,37.491831149,126.889145382
V02Q1940055,서울특별시 구로구 새말로18길 130,37.501113794,126.8923467
V02Q1940083,서울특별시 구로구 개봉로2길 133-23,37.49139096,126.8607397
V02Q1940073,서울특별시 구로구 가마산로15길 12,37.493826068,126.884076842
V02Q1940070,서울특별시 구로구 연동로 296-1,37.486832676,126.823712057
V02Q1940136,서울특별시 구로구 구로동로22길 12,37.489437486,126.884869411
V02Q1940862,서울특별시 구로구 구로동로12길 70,37.48967854,126.8872657
V02Q1940858,서울특별시 구로구 구로동로18길 10,37.488216158,126.885138117
V02Q1940140,서울특별시 구로구 고척로40길 13-2,37.50247471,126.851040478
V02Q1940515,서울특별시 구로구 경인로33길 88,37.501748618,126.850769667
V02Q1940057,서울측별시 구로구 개봉동 115-32,37.505264288,126.845127433
V02Q1940061,서울특별시 구로구 경인로53길 103,37.505249963,126.874621662
V02Q1940090,서울특별시 구로구 경인로3길 86,37.491671862,126.823131106
V02Q1940751,서울특별시 구로구 가마산로27길 45,37.4987587,126.8900025
V02Q1940428,서울특별시 금천구 가산로 113,37.475806357,126.892887759
V02Q1940474,서울특별시 금천구 범안로17길 55,37.468744779,126.893672198
V02Q1940483,서울특별시 금천구 독산로 178,37.463094923,126.903967773
V02Q1940369,서울측별시 금천구 독산동 980-44,37.47432254,126.902419701
V02Q1940484,서울특별시 금천구 독산로 240-1,37.468166771,126.902231236
V02Q1940702,서울측별시 금천구 시흥동 893,37.453351538,126.904030967
V02Q1940699,서울특별시 금천구 금하로 748,37.449993312,126.912904394
V02Q1940730,서울특별시 금천구 시흥대로12길 75,37.43993479,126.907150587
V02Q1940777,서울특별시 금천구 독산로36길 10,37.458870577,126.905912208
V02Q1940641,서울특별시 금천구 금하로24다길 50,37.446719338,126.910233665
V02Q1940407,서울측별시 금천구 독산동 1149,37.45844386,126.895089073
V02Q1940486,서울특별시 금천구 범안로 1157,37.466702737,126.890697047
V02Q1940479,서울특별시 금천구 독산로54길 129,37.467647317,126.907496394
V02Q1940374,서울특별시 금천구 시흥대로 343,37.46425817,126.897235488
V02Q1940693,서울특별시 금천구 시흥대로 250,37.456068384,126.900327769
V02Q1940690,서울특별시 금천구 시흥대로38길 43,37.445374669,126.904164226
V02Q1940247,서울특별시 금천구 독산로54길 114,37.467445913,126.90810228
V02Q1940656,서울특별시 금천구 가산로5길 43,37.473510682,126.892234675
V02Q1940220,서울측별시 금천구 시흥동 267-9,37.449668031,126.914632737
V02Q1940948,서울특별시 금천구 독산로54길 188,37.47017655,126.907313
V02Q1940495,서울 금천구 독산동 704-3,37.461405378,126.890048836
V02Q1940405,서울특별시 금천구 범안로15길 52,37.468578018,126.892576074
V02Q1940880,서울특별시 금천구 시흥동 832-14,37.452374751,126.908303963
V02Q1940171,서울특별시 영등포구 양산로25길 3-1,37.524130023,126.898604915
V02Q1940127,서울측별시 영등포구 당산동6가 337-1,37.536221119,126.901211667
V02Q1940169,서울특별시 영등포구 디지털로81길 13-1,37.496512896,126.906656025
V02Q1940077,서울특별시 영등포구 도림천로11길 4,37.490952078,126.896560561
V02Q1940121,서울특별시 영등포구 대림로35나길 21,37.496949735,126.897717122
V02Q1940185,서울특별시 영등포구 도영로7가길 8-1,37.509659941,126.8961424
V02Q1940168,서울특별시 영등포구 도림로128가길 11,37.51499903,126.896987864
V02Q1940196,서울특별시 영등포구 여의대방로47나길 14,37.509862383,126.920564145
V02Q1940197,서울특별시 영등포구 신길로39길 33,37.507058735,126.907111695
V02Q1940186,서울특별시 영등포구 도신로48길 9-2,37.51027512,126.91318412
V02Q1940188,서울특별시 영등포구 도림로 268-2,37.502128725,126.905167906
V02Q1940198,서울측별시 영등포구 신길동 3846,37.500012753,126.910907498
V02Q1940176,서울특별시 영등포구 여의대방로43길 11-1,37.506125006,126.921438321
V02Q1940174,서울특별시 영등포구 영등포로5길 12,37.52364935,126.8845205
V02Q1940133,서울특별시 영등포구 양평로19길 4,37.536855914,126.894849555
V02Q1940110,서울특별시 영등포구 여의대방로68길 15,37.518250648,126.932949336
V02Q1940199,서울특별시 영등포구 영등포로53길 24,37.520309388,126.910441409
V02Q1940184,서울특별시 영등포구 영신로10길 13-2,37.514197813,126.909456953
V02Q1940074,서울특별시 영등포구 문래북로 105,37.520313815,126.896995184
V02Q1940221,서울특별시 영등포구 영등포로46길 4,37.518912125,126.907705399
V02Q1940223,서울특별시 영등포구 문래로 104,37.518256066,126.893648016
V02Q1940244,서울특별시 영등포구 양평동3가 91,37.532727462,126.893370168
V02Q1940217,서울특별시 영등포구 여의대방로59길 2,37.51348713,126.925817082
V02Q1940256,서울특별시 영등포구 양평로30길 46,37.543688115,126.887757658
V02Q1940219,서울특별시 영등포구 경인로80길 9,37.511641571,126.895759526
V02Q1940251,서울특별시 영등포구 영등포로 14,37.52269509,126.88295527
V02Q1940170,서울특별시 영등포구 당산로10길 8-1,37.521738405,126.896683314
V02Q1940222,서울측별시 영등포구 양평동3가 91,37.51828647,126.910564828
V02Q1940850,서울특별시 영등포구 양산로23길 11,37.524978134,126.897443763
V02Q1940878,서울측별시 영등포구 여의도동 85,37.524414166,126.93701344
V02Q1940836,서울측별시 영등포구 여의도동 19-1,37.526004651,126.913353225
V02Q1940829,서울측별시 영등포구 당산동 95-1,37.537271352,126.904317333
V02Q1940278,서울특별시 동작구 장승배기로28길 36,37.5124009,126.942560759
V02Q1940318,서울특별시 동작구 노량진로10길 73,37.51019812,126.93802012
V02Q1940295,서울특별시 동작구 여의대방로 250,37.508712749,126.925167532
V02Q1940194,서울특별시 동작구 동작대로13길 22,37.482781864,126.979541094
V02Q1940297,서울특별시 동작구 사당동 산 10-5,37.492916206,126.975760341
V02Q1940289,서울특별시 동작구 사당로9가길 58,37.487459561,126.968238366
V02Q1940382,서울특별시 동작구 사당로16라길 27,37.48205626,126.969678958
V02Q1940397,서울특별시 동작구 사당로2차길 2,37.487703409,126.964650522
V02Q1940304,서울측별시 동작구 상도1동 486,37.504032526,126.951825456
V02Q1940316,서울특별시 동작구 장승배기로10길 29,37.504793679,126.940783305
V02Q1940420,서울특별시 동작구 성대로2길 11,37.49921389,126.931239588
V02Q1940319,서울특별시 동작구 성대로29길 79,37.501192635,126.936950737
V02Q1940432,서울특별시 동작구 신대방1가길 1,37.48651151,126.9099008
V02Q1940389,서울특별시 동작구 여의대방로22길 74,37.49773548,126.923829622
V02Q1940356,서울특별시 동작구 흑석한강로 13,37.50542012,126.96659512
V02Q1940357,서울특별시 동작구 서달로 124,37.503765953,126.960958358
V02Q1940375,서울측별시 동작구 신대방동 395-73,37.491682757,126.9248262
V02Q1940384,서울측별시 동작구 사당동 산 24-17,37.485912852,126.975186993
V02Q1940756,서울특별시 동작구 성대로 11,37.500073592,126.932438141
V02Q1940947,서울특별시 동작구 상도로37길 60,37.499005801,126.952002252
V02Q1940747,서울특별시 동작구 상도로37길 48,37.499725999,126.951370216
V02Q1940952,서울측별시 동작구 사당동 127-40,37.488708568,126.978633256
V02Q1940301,서울특별시 동작구 동작대로31길 38,37.48914821,126.98056037
V02Q1940296,서울 동작구 대방동 341-1,37.511969865,126.92630218
V02Q1940190,서울특별시 동작구 동작대로43길 1,37.496500966,126.98241676
V02Q1940292,서울특별시 동작구 동작대로35길 5,37.490848085,126.981984109
V02Q1940834,서울특별시 동작구 사당로16아길 6,37.480982188,126.97164899
V02Q1940425,서울측별시 관악구 신림동 1418-1,37.486421,126.933053281
V02Q1940561,서울특별시 관악구 남부순환로161가길 3,37.485193189,126.918737044
V02Q1940440,서울측별시 관악구 신림동 1601-2,37.481691684,126.927560971
V02Q1940538,서울측별시 관악구 봉천동 957-1,37.48626768,126.93608599
V02Q1940674,서울특별시 관악구 남부순환로246나길 24,37.474808425,126.965260142
V02Q1940533,서울측별시 관악구 신림동 569-3,37.483057586,126.907948763
V02Q1940262,서울특별시 관악구 봉천로49다길 46,37.483438028,126.949460805
V02Q1940452,서울특별시 관악구 쑥고개로16길 7,37.478892525,126.94446274
V02Q1940272,서울특별시 관악구 행운2길 43,37.478839542,126.961244584
V02Q1940458,서울특별시 관악구 남부순환로234길 73,37.47633208,126.95621212
V02Q1940532,서울특별시 관악구 난곡로30길 42,37.47074788,126.921795051
V02Q1940683,서울특별시 관악구 난곡로 71,37.462118231,126.919158834
V02Q1940663,서울특별시 관악구 남현1가길 29,37.474737271,126.977785908
V02Q1940552,서울측별시 관악구 신림동 763,37.47639433,126.915669565
V02Q1940444,서울특별시 관악구 봉천로17가길 18,37.488610304,126.932640904
V02Q1940557,서울특별시 관악구 원신길 75,37.469277115,126.93163632
V02Q1940512,서울특별시 관악구 신림로31길 9-18,37.47522168,126.934971149
V02Q1940445,서울특별시 관악구 신림로50길 30,37.480392072,126.932355178
V02Q1940657,서울특별시 관악구 구암길 41,37.489760672,126.947832361
V02Q1940625,서울특별시 관악구 청림3길 59,37.490698824,126.958704722
V02Q1940465,서울특별시 관악구 대학7길 42,37.468509568,126.940017171
V02Q1940468,서울특별시 관악구 관악로28길 66,37.48432967,126.959467614
V02Q1940446,서울특별시 관악구 관악로16길 13,37.480432106,126.953237798
V02Q1940260,서울특별시 관악구 신림로11길 131,37.464862583,126.939899246
V02Q1940517,서울특별시 관악구 신원로3다길 1,37.482486215,126.9264999
V02Q1940658,서울특별시 관악구 남부순환로172길 1,37.483557257,126.9256895
V02Q1940457,서울특별시 관악구 양산길 28,37.473224847,126.931882005
V02Q1940462,서울특별시 관악구 신림동 1469-7,37.489379779,126.922369606
V02Q1940548,서울특별시 관악구 당곡2길 38,37.491245834,126.930777034
V02Q1940493,서울특별시 관악구 국회단지4길 37,37.487065431,126.942038141
V02Q1940694,서울특별시 관악구 쑥고개로11길 13,37.480250807,126.942708134
V02Q1940558,서울특별시 관악구 남부순환로214길 46,37.479704346,126.947473749
V02Q1940547,서울특별시 광진구 동일로76가길 28,37.56868612,127.08018012
V02Q1940672,서울특별시 관악구 신림로71길 45,37.487964664,126.925785645
V02Q1940549,서울특별시 관악구 법원단지21길 17,37.475637555,126.922158721
V02Q1940704,서울특별시 관악구 난향2길 5-10,37.463283403,126.918084657
V02Q1940689,서울특별시 관악구 남부순환로200길 9,37.483373261,126.937798795
V02Q1940671,서울특별시 관악구 광신길 111,37.463770351,126.925650486
V02Q1940725,서울특별시 관악구 남부순환로 1361,37.479811352,126.902315272
V02Q1940678,서울특별시 관악구 남부순환로 1725,37.482581213,126.94204604
V02Q1940681,서울특별시 관악구 남부순환로260길 7,37.475596249,126.973598246
V02Q1940669,서울특별시 관악구 남현동 1060-1,37.476427401,126.980135141
V02Q1940537,서울특별시 관악구 관악로 117,37.475646812,126.952484018
V02Q1940633,서울특별시 관악구 신림로 75,37.47051139,126.9409898
V02Q1940589,서울특별시 관악구 신림로 211,37.476475075,126.936467643
V02Q1940680,서울특별시 관악구 당곡길 6,37.48924572,126.928825955
V02Q1940667,서울특별시 관악구 보라매로 36,37.492658351,126.926963888
V02Q1940703,서울특별시 관악구 난곡로 299,37.48063434,126.914581853
V02Q1940701,서울특별시 관악구 난곡로 215,37.473738394,126.917650902
V02Q1940676,서울특별시 관악구 호암로 358,37.458885296,126.922519447
V02Q1940682,서울측별시 관악구 신림동 산 87-7,37.460687259,126.9244554
V02Q1940269,서울특별시 관악구 신림로 143,37.471740618,126.933155701
V02Q1940645,서울특별시 관악구 행운9길 25,37.48306212,126.96013412
V02Q1940550,서울특별시 관악구 은천로 146,37.486348063,126.951494059
V02Q1940673,서울특별시 관악구 신사로20길 17-16,37.487996202,126.918237414
V02Q1940677,서울특별시 관악구 신사로 34,37.484587461,126.907034844
V02Q1940510,서울특별시 관악구 성현로 16,37.492671311,126.945268507
V02Q1940555,서울특별시 관악구 은천로24길 32,37.485477639,126.947493445
V02Q1940660,서울특별시 관악구 관천로 98,37.487129427,126.923453033
V02Q1940666,서울특별시 관악구 인헌17길 3,37.470491522,126.967944286
V02Q1940685,서울특별시 관악구 난곡로52길 15,37.478376019,126.9163000896
V02Q1940652,서울특별시 관악구 시흥대로 570,37.483638428,126.902520271
V02Q1940591,서울측별시 관악구 성현동 1704,37.49058827,126.95495684
V02Q1940560,서울특별시 관악구 쑥고개로 114-2,37.478910442,126.949272464
V02Q1940675,서울특별시 관악구 쑥고개로 25,37.478286789,126.939572865
V02Q1940692,서울특별시 관악구 국회단지23길 11,37.490492222,126.941450088
