날짜,시간,지역,자치구,측정수,평균소음,표준편차,높은소음수,높은소음비율,최대소음,최소소음
2026-08-03,1,도로·공원,Yeongdeungpo-gu,3,56.0,8.602325267042627,1,0.3333333333333333,66.0,45.0
2026-08-03,1,도로·공원,Yongsan-gu,2,52.5,4.5,0,0.0,57.0,48.0
2026-08-03,1,전통시장,Dobong-gu,5,41.0,4.381780460041329,0,0.0,48.0,36.0
2026-08-03,1,전통시장,Dongjak-gu,1,46.0,0.0,0,0.0,46.0,46.0
2026-08-03,1,전통시장,Gangbuk-gu,4,49.25,5.931905258852336,0,0.0,59.0,44.0
2026-08-03,1,전통시장,Gangdong-gu,3,38.333333333333336,4.027681991198204,0,0.0,44.0,35.0
2026-08-03,1,전통시장,Gangnam-gu,2,43.0,1.0,0,0.0,44.0,42.0
2026-08-03,1,전통시장,Gangseo-gu,3,44.0,6.683312551921141,0,0.0,51.0,35.0
2026-08-03,1,전통시장,Guro-gu,3,42.333333333333336,5.24933858267455,0,0.0,47.0,35.0
2026-08-03,1,전통시장,Gwanak-gu,1,44.0,0.0,0,0.0,44.0,44.0
2026-08-03,1,전통시장,Gwangjin-gu,1,61.0,0.0,1,1.0,61.0,61.0
2026-08-03,1,전통시장,Jungnang-gu,2,41.5,3.5,0,0.0,45.0,38.0
2026-08-03,1,전통시장,Mapo-gu,3,47.333333333333336,3.6817870057291007,0,0.0,52.0,43.0
2026-08-03,1,전통시장,Nowon-gu,3,43.0,4.898979485566356,0,0.0,49.0,37.0
2026-08-03,1,전통시장,Seodaemun-gu,2,53.0,8.0,1,0.5,61.0,45.0
2026-08-03,1,전통시장,Songpa-gu,1,50.0,0.0,0,0.0,50.0,50.0
2026-08-03,1,전통시장,Yangcheon-gu,2,37.5,2.5,0,0.0,40.0,35.0
2026-08-03,1,주요도로,Dobong-gu,1,54.0,0.0,0,0.0,54.0,54.0
2026-08-03,1,주요도로,Eunpyeong-gu,1,65.0,0.0,1,1.0,65.0,65.0
2026-08-03,1,주요도로,Gangnam-gu,5,56.0,9.879271228182775,2,0.4,65.0,37.0
2026-08-03,1,주요도로,Gangseo-gu,3,50.0,10.801234497346433,1,0.3333333333333333,60.0,35.0
2026-08-03,1,주요도로,Gwanak-gu,1,56.0,0.0,0,0.0,56.0,56.0
2026-08-03,1,주요도로,Gwangjin-gu,1,47.0,0.0,0,0.0,47.0,47.0
2026-08-03,1,주요도로,Jongno-gu,5,51.6,7.445804187594524,0,0.0,58.0,42.0
2026-08-03,1,주요도로,Jung-gu,3,58.333333333333336,2.0548046676562763,1,0.3333333333333333,61.0,56.0
2026-08-03,1,주요도로,Mapo-gu,1,56.0,0.0,0,0.0,56.0,56.0
2026-08-03,1,주요도로,Seocho-gu,4,64.25,3.031088913245535,4,1.0,68.0,60.0
2026-08-03,1,주요도로,Seongdong-gu,1,51.0,0.0,0,0.0,51.0,51.0
2026-08-03,1,주요도로,Yangcheon-gu,1,59.0,0.0,0,0.0,59.0,59.0
2026-08-03,1,주요도로,Yongsan-gu,1,49.0,0.0,0,0.0,49.0,49.0
2026-08-03,2,commercial_area,Dobong-gu,1,42.0,0.0,0,0.0,42.0,42.0
2026-08-03,2,commercial_area,Dongdaemun-gu,3,44.666666666666664,3.6817870057291007,0,0.0,49.0,40.0
2026-08-03,2,commercial_area,Dongjak-gu,1,44.0,0.0,0,0.0,44.0,44.0
2026-08-03,2,commercial_area,Gangbuk-gu,1,49.0,0.0,0,0.0,49.0,49.0
2026-08-03,2,commercial_area,Gangnam-gu,1,50.0,0.0,0,0.0,50.0,50.0
2026-08-03,2,commercial_area,Gangseo-gu,1,55.0,0.0,0,0.0,55.0,55.0
2026-08-03,2,commercial_area,Geumcheon-gu,2,49.0,7.0,0,0.0,56.0,42.0
2026-08-03,2,commercial_area,Guro-gu,1,41.0,0.0,0,0.0,41.0,41.0
2026-08-03,2,commercial_area,Gwanak-gu,1,50.0,0.0,0,0.0,50.0,50.0
2026-08-03,2,commercial_area,Gwangjin-gu,1,35.0,0.0,0,0.0,35.0,35.0
2026-08-03,2,commercial_area,Jungnang-gu,1,39.0,0.0,0,0.0,39.0,39.0
2026-08-03,2,commercial_area,Mapo-gu,1,54.0,0.0,0,0.0,54.0,54.0
2026-08-03,2,commercial_area,Nowon-gu,1,56.0,0.0,0,0.0,56.0,56.0
2026-08-03,2,commercial_area,Seocho-gu,1,48.0,0.0,0,0.0,48.0,48.0
2026-08-03,2,commercial_area,Seodaemun-gu,1,44.0,0.0,0,0.0,44.0,44.0
2026-08-03,2,commercial_area,Songpa-gu,3,41.666666666666664,6.798692684790387,0,0.0,51.0,35.0
2026-08-03,2,commercial_area,Yeongdeungpo-gu,3,50.666666666666664,2.8674417556808933,0,0.0,54.0,47.0
2026-08-03,2,commercial_area,Yongsan-gu,1,45.0,0.0,0,0.0,45.0,45.0
2026-08-03,2,industrial_area,Dobong-gu,2,50.0,6.0,0,0.0,56.0,44.0
2026-08-03,2,industrial_area,Gangdong-gu,2,43.5,4.5,0,0.0,48.0,39.0
2026-08-03,2,industrial_area,Gangnam-gu,1,57.0,0.0,0,0.0,57.0,57.0
2026-08-03,2,industrial_area,Gangseo-gu,2,51.0,0.0,0,0.0,51.0,51.0
